Syntax version=4
Thu Mar 15 12:28:39 2018
Starting process (2648443 clocks per sec)

LogRawData=false
VarHeader=1
D:		imu_acc_x	imu_acc_y	imu_acc_z	imu_gyro_x	imu_gyro_y	imu_gyro_z	imu_mag_x	imu_mag_y	imu_mag_z
D:	time(ms)	(0x20000230,3)	(0x20000232,3)	(0x20000234,3)	(0x2000022a,3)	(0x2000022c,3)	(0x2000022e,3)	(0x20000236,3)	(0x20000238,3)	(0x2000023a,3)
D:	269.72	3553	5851	14120	-8737	8220	4665	-5155	-2999	2311
D:	270.68	3553	5851	14120	-8737	8220	4665	-5155	-2999	2311
D:	271.55	3553	5851	14120	-8737	9910	3145	-5155	-2999	2311
D:	272.41	3553	5851	14120	-10881	9910	3145	-5155	-2999	2311
D:	273.27	590	2945	13644	-10881	9910	3145	-5155	-2999	2311
D:	274.15	590	2945	13644	-10881	9910	3145	-5083	-2890	2521
D:	275.07	590	2945	13644	-10881	9910	3145	-5083	-2890	2521
D:	275.95	590	2945	13644	-9090	6953	2167	-5083	-2890	2521
D:	276.80	154	4166	13244	-9090	6953	2167	-5083	-2890	2521
D:	277.69	154	4166	13244	-9090	6953	2167	-5083	-2890	2521
D:	278.64	154	4166	13244	-9090	6953	2167	-5083	-2890	2521
D:	279.55	154	4166	13244	-9090	5691	858	-5083	-2890	2521
D:	280.40	651	4114	13334	-8137	5691	858	-5083	-2890	2521
D:	281.60	651	4114	13334	-8137	5691	858	-5083	-2890	2521
D:	282.60	651	4114	13334	-8137	5691	858	-5083	-2890	2521
D:	283.49	651	4114	13334	-8137	5691	858	-5083	-2890	2521
D:	284.35	651	4114	13334	-8318	5725	-572	-5083	-2890	2521
D:	285.23	811	4113	13122	-8318	5725	-572	-5083	-2890	2521
D:	286.14	811	4113	13122	-8318	5725	-572	-5083	-2890	2521
D:	287.24	811	4113	13122	-8318	5725	-572	-5083	-2890	2521
D:	288.33	811	4113	13122	-6923	4475	-425	-5083	-2890	2521
D:	289.34	1179	4214	12608	-6923	4475	-425	-5083	-2890	2521
D:	290.23	1179	4214	12608	-6923	4475	-425	-5083	-2890	2521
D:	291.08	1179	4214	12608	-6923	4475	-425	-5083	-2890	2521
D:	291.93	1179	4214	12608	-5916	4045	-148	-5083	-2890	2521
D:	292.77	1166	4405	13100	-5916	4045	-148	-5083	-2890	2521
D:	293.72	1166	4405	13100	-5916	4045	-148	-5014	-2893	2748
D:	294.81	1166	4405	13100	-5916	4045	-148	-5014	-2893	2748
D:	295.75	1166	4405	13100	-5916	4963	-488	-5014	-2893	2748
D:	296.63	1491	5239	14167	-5858	4963	-488	-5014	-2893	2748
D:	297.60	1491	5239	14167	-5858	4963	-488	-5014	-2893	2748
D:	298.49	1491	5239	14167	-5858	4963	-488	-5014	-2893	2748
D:	299.36	1491	5239	14167	-5858	4963	-488	-5014	-2893	2748
D:	300.25	1491	5239	14167	-6756	5228	-1969	-5014	-2893	2748
D:	301.13	832	3770	14403	-6756	5228	-1969	-5014	-2893	2748
D:	302.06	832	3770	14403	-6756	5228	-1969	-5014	-2893	2748
D:	302.93	832	3770	14403	-6756	5228	-1969	-5014	-2893	2748
D:	303.77	832	3770	14403	-6756	3966	-2471	-5014	-2893	2748
D:	304.65	1083	4654	14557	-6264	3966	-2471	-5014	-2893	2748
D:	305.55	1083	4654	14557	-6264	3966	-2471	-5014	-2893	2748
D:	306.51	1083	4654	14557	-6264	3966	-2471	-5014	-2893	2748
D:	307.42	1083	4654	14557	-6264	3966	-2471	-5014	-2893	2748
D:	308.40	1083	4654	14557	-5074	2854	-2218	-5014	-2893	2748
D:	309.32	912	4298	15327	-5074	2854	-2218	-5014	-2893	2748
D:	310.18	912	4298	15327	-5074	2854	-2218	-5014	-2893	2748
D:	311.05	912	4298	15327	-5074	2854	-2218	-5014	-2893	2748
D:	311.93	912	4298	15327	-5074	3282	-2971	-5014	-2893	2748
D:	312.77	-1373	3715	17022	-4940	3282	-2971	-5014	-2893	2748
D:	313.63	-1373	3715	17022	-4940	3282	-2971	-4959	-2863	2642
D:	314.55	-1373	3715	17022	-4940	3282	-2971	-4959	-2863	2642
D:	315.41	-1373	3715	17022	-4940	3282	-2971	-4959	-2863	2642
D:	316.28	-1373	3715	17022	-5477	3955	-4210	-4959	-2863	2642
D:	317.15	1445	5051	16855	-5477	3955	-4210	-4959	-2863	2642
D:	318.07	1445	5051	16855	-5477	3955	-4210	-4959	-2863	2642
D:	318.95	1445	5051	16855	-5477	3955	-4210	-4959	-2863	2642
D:	319.82	1445	5051	16855	-5477	-513	-5720	-4959	-2863	2642
D:	320.70	4625	8939	15190	-5220	-513	-5720	-4959	-2863	2642
D:	321.64	4625	8939	15190	-5220	-513	-5720	-4959	-2863	2642
D:	322.51	4625	8939	15190	-5220	-513	-5720	-4959	-2863	2642
D:	323.55	4625	8939	15190	-5220	-2264	-2768	-4959	-2863	2642
