Syntax version=4
Wed May 02 10:43:07 2018
Starting process (2533211 clocks per sec)

LogRawData=false
VarHeader=1
D:		imu_acc_x	imu_acc_y	imu_acc_z	imu_gyro_x	imu_gyro_y	imu_gyro_z	imu_mag_x	imu_mag_y	imu_mag_z
D:	time(ms)	(0x20000236,3)	(0x20000238,3)	(0x2000023a,3)	(0x2000022a,3)	(0x2000022c,3)	(0x2000022e,3)	(0x20000230,3)	(0x20000232,3)	(0x20000234,3)
D:	189.36	-1771	11120	11714	-26	195	-29	1403	-3193	4559
D:	190.23	-1771	11120	11714	-114	104	94	1403	-3193	4559
D:	191.11	-1771	11120	11714	-114	104	94	1409	-3153	4695
D:	192.06	-1608	11083	11860	-114	104	94	1409	-3153	4695
D:	193.05	-1608	11083	11860	-114	104	94	1409	-3153	4695
D:	193.95	-1608	11083	11860	-114	155	43	1409	-3153	4695
D:	194.84	-1608	11083	11860	28	155	43	1409	-3153	4695
D:	195.77	-1521	11127	11576	28	155	43	1409	-3153	4695
D:	196.65	-1521	11127	11576	28	155	43	1409	-3153	4695
D:	197.57	-1521	11127	11576	28	155	43	1409	-3153	4695
D:	198.52	-1521	11127	11576	45	86	69	1409	-3153	4695
D:	199.44	-1521	11127	11576	45	86	69	1409	-3153	4695
D:	200.32	-1668	11081	11889	45	86	69	1409	-3153	4695
D:	201.22	-1668	11081	11889	45	86	69	1409	-3153	4695
D:	202.19	-1668	11081	11889	53	175	122	1409	-3153	4695
D:	203.12	-1668	11081	11889	53	175	122	1409	-3153	4695
D:	204.02	-1579	10980	11888	53	175	122	1409	-3153	4695
D:	204.90	-1579	10980	11888	53	175	122	1409	-3153	4695
D:	205.84	-1579	10980	11888	53	102	58	1409	-3153	4695
D:	206.78	-1579	10980	11888	33	102	58	1409	-3153	4695
D:	207.67	-1579	11073	11687	33	102	58	1409	-3153	4695
D:	208.57	-1592	11073	11687	33	102	58	1409	-3153	4695
D:	209.56	-1592	11073	11687	33	102	58	1409	-3153	4695
D:	210.44	-1592	11073	11687	-27	102	6	1409	-3153	4695
D:	211.36	-1592	11073	11687	-27	102	6	1397	-3194	4552
D:	212.25	-1797	11153	12063	-27	102	6	1397	-3194	4552
D:	213.12	-1797	11153	12063	-27	102	6	1397	-3194	4552
D:	214.02	-1797	11153	12063	-27	185	-70	1397	-3194	4552
D:	214.91	-1797	11153	12063	-19	185	-70	1397	-3194	4552
D:	215.82	-1593	11117	11495	-19	185	-70	1397	-3194	4552
D:	216.71	-1593	11117	11495	-19	185	-70	1397	-3194	4552
D:	217.59	-1593	11117	11495	-19	185	-70	1397	-3194	4552
D:	218.51	-1593	11117	11495	-26	203	52	1397	-3194	4552
D:	219.41	-1593	11117	11495	-26	203	52	1397	-3194	4552
D:	220.29	-1589	11162	11688	-26	203	52	1397	-3194	4552
D:	221.21	-1589	11162	11688	-26	203	52	1397	-3194	4552
D:	222.11	-1589	11162	11688	230	101	81	1397	-3194	4552
D:	222.99	-1589	11162	11688	43	101	81	1397	-3194	4552
D:	223.94	-1545	11112	11788	43	101	81	1397	-3194	4552
D:	224.93	-1545	11112	11788	43	101	81	1397	-3194	4552
D:	225.81	-1545	11112	11788	43	34	-78	1397	-3194	4552
D:	226.71	-1545	11112	11788	-58	34	-78	1397	-3194	4552
D:	227.59	-1545	11112	11788	-58	34	-78	1397	-3194	4552
D:	228.48	-1587	11118	11915	-58	34	-78	1397	-3194	4552
D:	229.36	-1587	11118	11915	-58	34	-78	1397	-3194	4552
